,title,location,price(L),rate_persqft,area_insqft,building_status,agent_rating
6697,2 BHK Apartment,Madinaguda,69.0,5665,1218,Under Construction,4.8
6698,Residential Plot,Shadnagar,4.5,340,1323,New,2.8
6699,2 BHK Apartment,Miyapur,46.55,3800,1225,Ready to move,0.0
6700,Residential Plot,Patancheru Shankarpalli Road,36.0,18000,200,New,0.0
6701,Residential Plot,Nandigama,30.06,18000,167,New,0.0
6702,Residential Plot,Sangareddy,30.0,2020,1485,New,4.6
6703,Residential Plot,Bhanur village,24.0,1616,1485,New,4.6
6704,3 BHK Villa,Bachupally,114.0,4499,2545,Under Construction,3.7
6705,Residential Plot,Medchal,22.0,1222,1800,New,2.4
6706,Residential Plot,Bhongir,20.0,11976,167,New,2.4
6707,3 BHK Independent House,Outer ring road,85.0,5902,1440,Ready to move,0.0
6708,4 BHK Apartment,Tellapur,360.0,7280,4945,Under Construction,3.8
6709,3 BHK Apartment,Tellapur,64.51,4800,1344,Under Construction,4.4
6710,2 BHK Apartment,Aminpur,48.0,4137,1160,Under Construction,0.0
6711,1 BHK Independent House,Sitaphalmandi,35.0,7777,450,Ready to move,5.0
6712,2 BHK Apartment,Kollur,42.0,3360,1250,Under Construction,0.0
6713,5 BHK Apartment,Tellapur,257.0,5200,4945,Under Construction,4.5
6714,3 BHK Independent House,Chengicherla,95.0,4947,1920,Ready to move,4.3
6715,4 BHK Villa,Tukkuguda,114.0,5182,2205,Under Construction,3.8
6716,Residential Plot,Shadnagar,9.55,722,1323,New,4.5
6717,4 BHK Apartment,Gachibowli,329.0,9570,3448,Ready to move,4.8
6718,3 BHK Apartment,Tellapur,86.88,5150,1687,Under Construction,4.4
6719,3 BHK Apartment,Tellapur,69.45,4850,1432,Under Construction,4.1
6720,3 BHK Apartment,Gachibowli,78.25,4900,1597,Under Construction,4.1
6721,3 BHK Apartment,Gachibowli,83.02,4962,1673,Under Construction,4.1
6722,3 BHK Apartment,Tellapur,87.0,5200,1673,Under Construction,4.2
6723,3 BHK Apartment,Kukatpally,36.75,3500,1050,Under Construction,4.9
6724,Residential Plot,Shadnagar,5.43,411,1323,New,4.8
6725,Residential Plot,Shadnagar,7.35,555,1323,New,4.8
6726,Residential Plot,Shadnagar,5.29,399,1323,New,4.8
6727,6 BHK Apartment,Gachibowli,284.0,5200,5467,Under Construction,4.5
6728,3 BHK Apartment,hyderabad,67.0,4286,1563,Ready to move,3.3
6729,Residential Plot,Nallagandla Road,140.0,8318,1683,Resale,3.4
6730,Residential Plot,Deepthisri Nagar,195.0,7222,2700,Resale,3.4
6731,Residential Plot,Rudaram,30.0,2840,1056,New,4.5
6732,3 BHK Apartment,Tellapur,74.46,5200,1432,Under Construction,4.6
6733,Residential Plot,Kompally,52.0,2888,1800,New,0.0
6734,Residential Plot,Medchal,32.0,1777,1800,New,0.0
6735,2 BHK Apartment,Bachupally,48.0,4173,1150,Ready to move,4.8
6736,3 BHK Apartment,Tellapur,120.0,5476,2191,Under Construction,4.2
6737,Residential Plot,Shadnagar,10.75,723,1485,New,4.2
6738,2 BHK Independent House,Chengicherla,98.0,6520,1503,Ready to move,0.0
6739,3 BHK Villa,Alkapur township,225.0,9259,2430,Ready to move,2.4
6740,Residential Plot,Pati,25.0,1663,1503,New,4.8
6741,Residential Plot,Patancheru Shankarpalli Road,34.0,2518,1350,New,0.0
6742,Residential Plot,Bhanur,36.18,2000,1809,New,4.4
6743,Residential Plot,Kadthal,16.5,555,2970,New,5.0
6744,Residential Plot,Kadthal,22.32,533,4185,New,5.0
6745,Residential Plot,Yadagirigutta,6.0,1666,360,New,0.0
6746,Residential Plot,Yadagirigutta,12.5,555,2250,New,4.6
6747,Residential Plot,Bibinagar,18.18,1000,1818,New,4.6
6748,Residential Plot,Sadasivpet,17.59,977,1800,New,4.7
6749,Residential Plot,Mokila,36.0,2000,1800,New,4.5
6750,3 BHK Apartment,Shaikpet,127.0,7470,1700,Under Construction,3.8
6751,4 BHK Independent House,Bandlaguda Road,140.0,6222,2250,Ready to move,4.7
6752,Residential Plot,Shadnagar,6.61,497,1329,New,2.6
6753,2 BHK Apartment,Dammaiguda,35.0,3888,900,Ready to move,0.0
6754,Residential Plot,Patancheru,15.0,833,1800,New,3.9
6755,Residential Plot,Bhuvanagiri,37.12,1388,2673,New,4.2
6756,Residential Plot,Bhuvanagiri,40.25,1388,2898,New,4.2
6757,Residential Plot,Bhuvanagiri,53.75,1388,3870,New,4.2
6758,2 BHK Apartment,Krishna Reddy Pet,20.5,2050,1000,Under Construction,3.5
6759,2 BHK Apartment,Tellapur,55.25,4924,1122,Under Construction,4.1
6760,3 BHK Apartment,Tellapur,102.0,4800,2132,Under Construction,4.4
6761,3 BHK Villa,Mallampet,85.0,4722,1800,Under Construction,0.0
6762,2 BHK Villa,Maheshwaram,45.0,3012,1494,Under Construction,0.0
6763,2 BHK Apartment,Tellapur,65.0,5793,1122,Under Construction,4.2
6764,Residential Plot,Sultanpur,27.2,2222,1224,New,4.9
6765,Residential Plot,Sultanpur,26.6,2222,1197,New,4.9
6766,Residential Plot,Sultanpur,24.2,2222,1089,New,4.9
6767,Residential Plot,Sultanpur,20.8,2222,936,New,4.9
6768,Residential Plot,Shamirpet,27.5,1222,2250,New,4.6
6769,Residential Plot,Shadnagar,4.8,3200,150,New,3.2
6770,Residential Plot,Tumkunta,30.0,2840,1056,New,4.5
6771,Residential Plot,Dilsukh Nagar,22.0,2083,1056,New,4.5
6772,2 BHK Apartment,Bachupally,58.0,4461,1300,Under Construction,4.2
6773,3 BHK Apartment,Bachupally,60.0,4285,1400,Under Construction,4.2
6774,2 BHK Apartment,Miyapur Bachupally Road,44.4,3700,1200,Ready to move,0.0
6775,2 BHK Apartment,Miyapur,49.0,5000,980,Under Construction,0.0
6776,3 BHK Apartment,Gachibowli,73.03,5100,1432,Under Construction,4.5
6777,2 BHK Apartment,Tellapur,72.0,5135,1402,Under Construction,4.2
6778,3 BHK Apartment,Bachupally,470.0,41592,1130,Under Construction,0.0
6779,Residential Plot,Ghatkesar,34.2,2000,1710,New,4.9
6780,3 BHK Apartment,Tellapur,120.0,5434,2208,Under Construction,4.2
6781,3 BHK Apartment,Kollur,34.0,2352,1445,Under Construction,2.7
6782,Residential Plot,Shadnagar,16.47,1559,1056,Resale,4.7
6783,Residential Plot,Deepthisri Nagar,210.0,7777,2700,Resale,3.7
6784,Residential Plot,Kothur,24.0,1333,1800,New,2.5
6785,Residential Plot,Kothur,12.04,811,1485,New,2.5
6786,Residential Plot,Srisailam Highway,22.69,944,2403,New,3.3
6787,Residential Plot,Kadthal,14.0,777,1800,New,3.3
6788,Residential Plot,Raipalle,16.94,311,5445,New,3.3
6789,Residential Plot,Medchal,32.04,2667,1201,New,4.9
6790,Residential Plot,Nandigama,47.5,2111,2250,New,4.9
6791,Residential Plot,Nandigama,68.26,2277,2997,New,4.9
6792,Residential Plot,Rameshwaram Banda,50.0,1668,2997,New,4.1
6793,Residential Plot,Shadnagar,32.0,1777,1800,New,4.1
6794,2 BHK Apartment,Chandanagar,72.0,4800,1500,Ready to move,4.6
6795,2 BHK Apartment,Narsingi,64.0,5000,1280,Under Construction,0.0
6796,2 BHK Apartment,Mallampet,37.0,3363,1100,Under Construction,3.7
6797,3 BHK Apartment,Krishna Reddy Pet,32.34,2047,1580,Under Construction,4.3
6798,3 BHK Apartment,Krishna Reddy Pet,27.0,2076,1300,Under Construction,4.8
6799,Residential Plot,Bangalore Hyderabad Highway,28.0,1885,1485,New,4.6
6800,Residential Plot,Bhanur,49.99,2777,1800,New,4.6
6801,3 BHK Apartment,Gandipet,120.0,4502,2665,Under Construction,4.9
6802,Residential Plot,Yadagirigutta,6.0,480,1250,New,3.1
6803,3 BHK Apartment,Gachibowli,172.0,7272,2365,Ready to move,0.0
6804,2 BHK Penthouse,Kousalya Colony Road,38.0,3234,1175,Ready to move,0.0
6805,1 BHK Independent Floor,Gachibowli,140.0,9491,1475,Ready to move,2.4
6806,Residential Plot,Patancheru,54.0,2000,2700,New,0.0
6807,Residential Plot,Nandigama,27.0,18000,150,New,0.0
6808,Residential Plot,Patancheru,54.0,18000,300,New,0.0
6809,3 BHK Apartment,Narsingi,130.0,4933,2635,Under Construction,0.0
6810,3 BHK Apartment,Gachibowli,196.0,7000,2800,Under Construction,0.0
6811,Residential Plot,Maheshwaram,20.0,1111,1800,New,4.3
6812,2 BHK Apartment,Krishna Reddy Pet,23.08,2050,1126,Under Construction,4.3
6813,2 BHK Apartment,Krishna Reddy Pet,24.94,2050,1217,Under Construction,4.3
6814,Residential Plot,Banjara Hills Road Number 12,1035.0,10000,10350,Resale,2.6
6815,2 BHK Apartment,Nanakramguda,82.0,6586,1245,Under Construction,4.9
6816,Residential Plot,Gagillapur,175.0,5024,3483,Resale,0.0
6817,2 BHK Apartment,Madinaguda,68.0,5811,1170,Under Construction,0.0
6818,Residential Plot,Kandukur,28.04,611,4590,New,5.0
6819,Residential Plot,Kothaguda,35.24,611,5769,New,5.0
6820,Residential Plot,Maheshwar Mandal,20.12,611,3294,New,5.0
6821,Residential Plot,Mansarpally,18.48,8000,231,New,5.0
6822,Residential Plot,Maheshwaram,25.13,611,4113,New,5.0
6823,Residential Plot,Kandukur,35.24,611,5769,New,5.0
6824,Residential Plot,Sri Sai Nagar Colony,132.0,3911,3375,New,5.0
6825,Residential Plot,Gachibowli,33.37,1388,2403,New,3.8
6826,3 BHK Apartment,Gachibowli,112.0,5250,2150,Under Construction,4.5
6827,2 BHK Independent House,Dammaiguda,78.0,4333,1800,Ready to move,0.0
6828,3 BHK Apartment,Nizampet,45.0,3515,1280,Ready to move,0.0
6829,Residential Plot,Bhongir,32.83,1366,2403,New,3.6
6830,Residential Plot,Maheshwaram,350.0,33143,1056,New,4.3
6831,Residential Plot,Adibatla,36.0,3409,1056,Resale,4.3
6832,Residential Plot,Tukkuguda,145.0,13731,1056,Resale,4.3
6833,Residential Plot,Srisailam Highway,32.0,3030,1056,New,4.3
6834,Residential Plot,Tukkuguda,32.0,3030,1056,New,4.3
6835,Residential Plot,Mangalpally,38.85,1944,1998,New,4.3
6836,Residential Plot,Mangalpally,46.72,17500,267,New,4.3
6837,3 BHK Apartment,Nallagandla Road,86.0,5088,1690,Ready to move,4.7
6838,Residential Plot,Sadasivpet,19.79,999,1980,New,4.2
6839,Residential Plot,ECIL,16.5,1222,1350,New,0.0
6840,Residential Plot,Shadnagar,7.34,556,1320,New,4.8
6841,Residential Plot,Shadnagar,8.07,611,1320,New,4.8
6842,Residential Plot,Shadnagar,7.25,549,1320,New,4.8
6843,Residential Plot,Kadthal,28.32,533,5310,New,5.0
6844,Residential Plot,Maheshwaram,65.0,2704,2403,New,3.5
6845,Residential Plot,Kadthal,29.97,1000,2997,New,0.0
6846,Residential Plot,Hyderguda,115.0,4680,2457,Resale,0.0
6847,Residential Plot,Kothur,22.0,1222,1800,New,2.3
6848,Residential Plot,Kothur,14.52,444,3267,New,3.7
6849,Residential Plot,Maheshwaram,29.99,1666,1800,New,3.6
6850,Residential Plot,Maheshwaram,29.99,14999,200,New,3.6
6851,3 BHK Apartment,Tellapur,79.0,5594,1412,Under Construction,4.2
6852,3 BHK Apartment,Tellapur,78.0,5524,1412,Under Construction,4.2
6853,3 BHK Apartment,Nallagandla Road,85.0,6296,1350,Under Construction,4.7
6854,3 BHK Apartment,Nallagandla Road,77.0,5703,1350,Under Construction,4.7
6855,3 BHK Apartment,Nallagandla Road,86.0,5085,1691,Ready to move,4.7
6856,Residential Plot,Nandigama,21.0,1333,1575,New,5.0
6857,Residential Plot,Patancheru Shankarpalli Road,47.99,4545,1056,New,3.6
6858,Residential Plot,Bhanur,51.59,4886,1056,New,3.6
6859,Residential Plot,Gagillapur,60.0,5681,1056,New,3.6
6860,3 BHK Independent House,Bollaram,85.0,4550,1868,Ready to move,4.1
6861,3 BHK Apartment,Shaikpet,140.0,7310,1915,Ready to move,4.8
6862,Residential Plot,Ibrahimpatnam,20.0,1111,1800,New,3.4
6863,6 BHK Apartment,Tellapur,275.0,5200,5303,Under Construction,4.5
6864,2 BHK Apartment,Adibatla,22.0,2000,1100,Under Construction,4.3
6865,Residential Plot,Shadnagar,7.0,532,1314,New,2.5
6866,Residential Plot,Adibatla,22.14,2177,1017,New,4.9
6867,Residential Plot,Kongarkalan,22.93,2177,1053,New,4.9
6868,2 BHK Independent House,Beeramguda Road,59.0,4916,1200,Under Construction,0.0
6869,Residential Plot,Kadtal,9.0,852,1056,New,4.5
6870,Residential Plot,Tumkunta,22.5,2250,1000,New,4.5
6871,Residential Plot,Tumkunta,22.5,1956,1150,New,4.5
6872,Residential Plot,Kadtal,10.5,994,1056,New,4.5
6873,2 BHK Apartment,Sanath Nagar Road,55.0,5500,1000,Ready to move,0.0
6874,3 BHK Apartment,Gachibowli,68.54,5100,1344,Under Construction,4.5
6875,Residential Plot,Isnapur,22.75,1805,1260,New,4.9
6876,3 BHK Independent House,Hafiz Baba Nagar,75.0,7500,1000,Ready to move,4.7
6877,Residential Plot,Shadnagar,14.96,444,3366,New,3.6
6878,Residential Plot,Shamshabad,14.96,444,3366,New,3.6
6879,Residential Plot,Kothur,14.96,444,3366,New,3.6
6880,Residential Plot,Yacharam Mandal,8.6,637,1350,New,4.8
6881,Residential Plot,Bhanur,38.0,2111,1800,New,4.8
6882,3 BHK Villa,Mallampet,86.0,4743,1813,Under Construction,0.0
6883,Residential Plot,Kollur,36.0,2000,1800,New,4.7
6884,Residential Plot,Patancheru,9.0,666,1350,New,4.0
6885,Residential Plot,Maheshwaram,24.75,1222,2025,New,4.2
6886,Residential Plot,Indresham,7.49,688,1089,New,4.9
6887,3 BHK Apartment,Tellapur,73.03,5100,1432,Under Construction,4.6
6888,2 BHK Independent House,Korremula,68.0,4524,1503,Ready to move,2.8
6889,Residential Plot,Shadnagar,7.64,577,1323,New,3.0
6890,2 BHK Apartment,Bachupally,47.5,4166,1140,Ready to move,4.8
6891,3 BHK Apartment,Gachibowli,86.23,5400,1597,Under Construction,4.5
6892,Residential Plot,muthangi,37.5,2777,1350,New,4.8
6893,3 BHK Apartment,Ghatkesar,60.0,3612,1661,Ready to move,3.6
6894,Residential Plot,Maheshwaram,80.0,2735,2925,New,3.5
6895,3 BHK Apartment,Miyapur Bachupally Road,64.0,3926,1630,Ready to move,0.0
6896,2 BHK Apartment,Miyapur Bachupally Road,48.0,4000,1200,Ready to move,0.0
6897,Residential Plot,Maheshwaram,11.9,944,1260,New,4.7
6898,Residential Plot,Maheshwaram,11.05,944,1170,New,4.7
6899,Residential Plot,Warangal Highway Aler,4.59,211,2178,New,3.9
6900,4 BHK Apartment,financial District,260.0,5990,4340,Under Construction,4.8
6901,4 BHK Apartment,financial District,250.0,5813,4300,Under Construction,4.8
6902,Residential Plot,Shankarpalli,29.72,2001,1485,New,2.9
6903,3 BHK Apartment,Tellapur,87.46,4880,1792,Under Construction,4.1
6904,3 BHK Apartment,Tellapur,90.49,5049,1792,Under Construction,4.1
6905,Residential Plot,Ghatkesar,23.0,1703,1350,New,4.8
6906,Residential Plot,NFC Nagar,23.0,1703,1350,New,4.8
6907,2 BHK Villa,nizampet road,140.0,8000,1750,Ready to move,0.0
6908,2 BHK Independent House,Boduppal,75.0,6818,1100,Under Construction,2.0
6909,Residential Plot,Patancheru Shankarpalli Road,44.0,2444,1800,New,4.8
6910,Residential Plot,Kothur,18.0,1250,1440,New,4.8
6911,2 BHK Independent House,Boduppal,78.0,5416,1440,Ready to move,4.3
6912,3 BHK Apartment,Kukatpally,110.0,6909,1592,Under Construction,4.5
6913,3 BHK Apartment,Kukatpally,110.0,6340,1735,Under Construction,4.5
6914,3 BHK Apartment,Kondapur,105.0,4800,2192,Ready to move,4.8
6915,Residential Plot,Kadthal,19.68,533,3690,New,5.0
6916,2 BHK Apartment,Chandanagar,39.9,5700,700,Ready to move,0.0
6917,3 BHK Apartment,Sanath Nagar,110.0,7064,1557,Ready to move,4.8
6918,Residential Plot,Maheshwaram,23.65,1222,1935,New,4.2
6919,Residential Plot,Maheshwaram,22.55,1222,1845,New,4.2
6920,Residential Plot,Isnapur,45.09,3000,1503,New,4.9
6921,Residential Plot,Nandigama,89.1,2000,4455,New,4.9
6922,Residential Plot,Isnapur,67.5,3000,2250,New,4.9
6923,Residential Plot,Isnapur,54.0,3000,1800,New,4.9
6924,Residential Plot,Bhanur,40.0,2222,1800,New,4.9
6925,Residential Plot,Shankarpalli,32.0,2370,1350,New,4.9
6926,3 BHK Apartment,Kukatpally,110.0,6321,1740,Under Construction,4.4
6927,3 BHK Apartment,Tellapur,85.0,5322,1597,Under Construction,4.5
6928,2 BHK Apartment,Tellapur,71.59,5106,1402,Under Construction,4.5
6929,Residential Plot,Shadnagar,12.05,911,1323,New,0.0
6930,Residential Plot,Rameshwaram Banda,21.0,1555,1350,New,3.6
6931,Residential Plot,Patancheru,23.1,1555,1485,New,3.6
6932,Residential Plot,Bhanur,44.0,2444,1800,New,3.6
6933,3 BHK Villa,Suraram,95.0,5135,1850,Ready to move,3.9
6934,Residential Plot,Sadasivpet,6.0,454,1320,New,4.8
6935,3 BHK Apartment,Gachibowli,102.0,4700,2191,Under Construction,3.9
6936,4 BHK Villa,Mokila,190.0,5015,3788,Under Construction,2.5
6937,Residential Plot,Rudraram,16.0,888,1800,New,0.0
6938,Residential Plot,Amangal,7.5,555,1350,New,0.0
6939,2 BHK Apartment,Suchitra,43.2,4000,1080,Under Construction,4.3
6940,2 BHK Apartment,Old Alwal,45.6,4000,1140,Under Construction,4.3
6941,3 BHK Apartment,Tellapur,65.0,4070,1597,Under Construction,4.1
6942,4 BHK Independent House,Chengicherla,70.0,3888,1800,Ready to move,4.3
6943,3 BHK Apartment,Kondapur,133.0,5518,2410,Under Construction,4.9
6944,3 BHK Apartment,Kondapur,109.0,5532,1970,Under Construction,4.9
6945,3 BHK Apartment,Shaikpet,155.0,7380,2100,Under Construction,4.3
6946,Residential Plot,Gachibowli,30.0,1666,1800,New,4.9
6947,Residential Plot,Nandigama,36.0,2000,1800,New,4.5
6948,4 BHK Apartment,Shaikpet,200.0,6759,2960,Under Construction,4.9
6949,2 BHK Apartment,Shaikpet,78.81,6460,1220,Under Construction,4.9
6950,Residential Plot,Miyapur Bachupally Road,172.0,7800,2205,Resale,4.6
6951,3 BHK Apartment,Krishna Reddy Pet,28.31,2050,1381,Under Construction,4.3
6952,Residential Plot,Mokila,43.0,2007,2142,New,2.4
6953,2 BHK Independent House,Maheshwaram,30.0,2727,1100,Under Construction,0.0
6954,2 BHK Independent House,NGO Colony,90.0,4926,1827,Ready to move,0.0
6955,3 BHK Apartment,Tellapur,75.2,5251,1432,Under Construction,4.4
6956,2 BHK Apartment,Tellapur,65.0,5793,1122,Under Construction,4.4
6957,3 BHK Apartment,Tellapur,84.2,4698,1792,Under Construction,4.4
6958,2 BHK Apartment,Kavadiguda,40.0,3921,1020,Ready to move,0.0
6959,3 BHK Apartment,Tanasha Nagar,75.0,5000,1500,Ready to move,0.0
6960,2 BHK Apartment,NH 7,43.12,3750,1150,Under Construction,2.0
6961,2 BHK Apartment,Adibatla,22.22,2200,1010,Under Construction,4.3
6962,3 BHK Apartment,Kondapur,75.0,4559,1645,Ready to move,4.8
6963,Residential Plot,Adibatla,31.94,2177,1467,New,4.9
6964,Residential Plot,Rudraram,11.48,777,1476,New,4.9
6965,Residential Plot,Rudraram,10.92,777,1404,New,4.9
6966,Residential Plot,Rudraram,13.72,777,1764,New,4.9
6967,3 BHK Apartment,Tellapur,95.5,5096,1874,Under Construction,4.5
6968,3 BHK Apartment,Kukatpally,151.0,7819,1931,Under Construction,4.5
6969,3 BHK Apartment,Shaikpet,150.0,7142,2100,Under Construction,4.2
6970,2 BHK Apartment,Tellapur,85.0,6062,1402,Ready to move,4.2
6971,Residential Plot,Sangareddy,6.79,377,1800,New,4.0
6972,Residential Plot,Sangareddy,16.82,467,3600,New,4.0
6973,Residential Plot,Adibatla,40.0,3787,1056,New,3.8
6974,Residential Plot,Nandigama,49.0,4640,1056,New,3.8
6975,Residential Plot,Mangalpally,40.0,3787,1056,New,3.8
6976,Residential Plot,Nandigama,33.0,3125,1056,New,3.8
6977,Residential Plot,Nandigama,44.0,4166,1056,New,3.8
6978,Residential Plot,Nandigama,49.5,4687,1056,New,3.8
6979,Residential Plot,Kothur,17.0,1609,1056,New,3.8
6980,2 BHK Independent House,Keesaragutta,32.0,4923,650,Ready to move,4.4
6981,3 BHK Apartment,Narsingi,84.01,5980,1405,Ready to move,4.9
6982,Residential Plot,Shadnagar,10.0,222,4500,New,4.1
6983,Residential Plot,Shadnagar,20.0,1234,1620,New,4.7
6984,3 BHK Apartment,Madhapur,147.0,6533,2250,Under Construction,4.6
6985,Residential Plot,Gandi Maisamma,58.0,3222,1800,New,4.8
6986,3 BHK Villa,Bachupally,114.0,4499,2545,Under Construction,4.6
6987,3 BHK Apartment,Tellapur,109.0,5000,2191,Under Construction,4.5
6988,Residential Plot,Rudraram,30.24,1500,2016,New,4.9
6989,Residential Plot,Rudraram,37.8,1500,2520,New,4.9
6990,Residential Plot,Rudraram,22.54,1500,1503,New,4.9
6991,Residential Plot,Rudraram,27.0,1500,1800,New,4.9
6992,Residential Plot,Shankarpalli,39.6,18000,220,New,0.0
6993,Residential Plot,Patancheru,39.6,18000,220,New,0.0
6994,Residential Plot,Patancheru,30.06,18000,167,New,0.0
6995,Residential Plot,Shankarpalli,27.0,18000,150,New,0.0
6996,2 BHK Apartment,Shaikpet,77.0,6416,1200,Under Construction,5.0
6997,Residential Plot,Sanga Reddy,26.0,2462,1056,Resale,3.8
6998,Residential Plot,Indresham,6.49,551,1179,New,3.8
6999,Residential Plot,Indresham,6.49,596,1089,New,4.4
7000,2 BHK Apartment,Bachupally,49.36,3856,1280,Ready to move,4.9
7001,6 BHK Villa,Shaikpet,425.0,10333,4113,Ready to move,4.0
7002,2 BHK Apartment,Kukatpally,36.92,3500,1055,Under Construction,4.1
7003,3 BHK Apartment,Kompally,41.0,3129,1310,Under Construction,4.7
7004,3 BHK Apartment,Kompally,45.85,3500,1310,Under Construction,4.6
7005,Residential Plot,Kadthal,20.35,411,4950,New,4.8
7006,3 BHK Apartment,Tellapur,83.65,5000,1673,Under Construction,4.8
7007,3 BHK Apartment,Tellapur,70.18,5221,1344,Under Construction,4.6
7008,4 BHK Apartment,Tellapur,275.0,5460,5036,Ready to move,4.5
7009,2 BHK Apartment,Tellapur,66.75,5949,1122,Under Construction,4.9
7010,Residential Plot,Ghatkesar,25.56,12000,213,New,4.9
7011,Residential Plot,Kadthal,17.76,533,3330,New,4.9
7012,Residential Plot,Kadthal,16.8,533,3150,New,4.9
7013,4 BHK Apartment,Boiguda,295.0,8305,3552,Ready to move,0.0
7014,2 BHK Apartment,Boiguda,88.0,6875,1280,Ready to move,0.0
7015,1 BHK Independent House,Sitaphalmandi,32.0,7111,450,Ready to move,0.0
7016,Residential Plot,Shadnagar,42.0,3333,1260,New,0.0
7017,3 BHK Apartment,Somajiguda,105.0,5185,2025,Ready to move,4.6
7018,Residential Plot,Kompally,174.0,6666,2610,Resale,0.0
7019,Residential Plot,Vijayawada Hyderabad Highway,14.0,777,1800,New,4.5
7020,2 BHK Apartment,Gayatri Nagar Borabanda,60.0,5747,1044,Ready to move,0.0
7021,Residential Plot,Shadnagar,22.0,1222,1800,New,4.1
7022,Residential Plot,Kothur,11.0,814,1350,New,3.0
